standard_type,standard_size,chemical,processing,cooking,freezing,incoterms,packing,price,unit,currency,active_date,day,week,month,quarter,year,month_number,quarter_number
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,None,DDP LA,6 x 2 kg,5.7,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.9 kg,11.22,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWFC,FOB,10 x 0.7 kg,7.23,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWNC,FOB,10 x 0.7 kg,7.93,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWFC,FOB,10 x 0.75 kg,7.86,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWNC,FOB,10 x 0.75 kg,8.43,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWFC,FOB,10 x 0.8 kg,8.43,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWNC,FOB,10 x 0.8 kg,8.87,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWFC,FOB,10 x 0.9 kg,9.65,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,FWNC,FOB,10 x 0.9 kg,9.85,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,None,DDP LA,6 x 2 kg,5.0,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,None,FOB,6 x 2 kg,10.73,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,None,DDP LA,10 x 1 kg,5.05,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.9 kg,10.46,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.8 kg,10.08,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked,None,FOB,10 x 1 kg,10.83,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,NWNC,FOB,6 x 1 kg,10.38,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.7 kg,7.96,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,NWNC,FOB,6 x 1 kg,12.55,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,FWNC,FOB,10 x 0.9 kg,8.0,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,None,DDP LA,10 x 1 kg,4.15,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,None,FOB,10 x 1 kg,8.88,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.8 kg,9.2,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,NWNC,FOB,6 x 1 kg,14.06,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.7 kg,8.91,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.7 kg,10.08,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.75 kg,9.64,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.75 kg,10.71,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,None,DDP LA,6 x 2 kg,4.1,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWNC,FOB,10 x 0.8 kg,8.35,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Raw,FWFC,FOB,10 x 0.9 kg,9.07,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,NWNC,FOB,6 x 1 kg,8.97,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,FWFC,FOB,10 x 0.7 kg,5.55,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.8 kg,10.3,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,FWNC,FOB,10 x 0.7 kg,6.49,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,FWFC,FOB,10 x 0.75 kg,6.15,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.8 kg,11.29,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,FWNC,FOB,10 x 0.75 kg,6.79,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Raw,NWNC,FOB,6 x 1 kg,9.62,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Raw,FWFC,FOB,10 x 0.7 kg,6.06,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Raw,FWNC,FOB,10 x 0.7 kg,6.95,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Raw,FWFC,FOB,10 x 0.75 kg,6.68,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PTO,Raw,FWNC,FOB,10 x 0.75 kg,7.37,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,FWFC,FOB,10 x 0.8 kg,6.7,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,HLSO,None,FWNC,FOB,10 x 0.8 kg,7.22,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.9 kg,11.72,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.9 kg,12.56,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,None,DDP LA,6 x 2 kg,6.38,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,None,FOB,6 x 2 kg,13.71,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,None,DDP LA,10 x 1 kg,6.44,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,PD,Cooked in shell,None,FOB,10 x 1 kg,13.84,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,EZP,None,NWNC,FOB,6 x 1 kg,8.76,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,EZP,None,FWNC,FOB,10 x 0.7 kg,6.34,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,EZP,None,FWNC,FOB,10 x 0.75 kg,6.63,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,EZP,None,FWNC,FOB,10 x 0.8 kg,7.05,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,EZP,None,FWNC,FOB,10 x 0.9 kg,7.8,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Treated,EZP,None,None,DDP LA,10 x 1 kg,4.05,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,HLSO,Raw,None,FOB,None,9.21,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,HLSO,Raw,None,DDP LA,None,4.37,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,EZP,Raw,None,FOB,None,9.41,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,EZP,Raw,None,DDP LA,None,4.47,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,PTO,Raw,None,FOB,None,11.2,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,PTO,Raw,None,DDP LA,None,5.3,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,PD,Raw,None,FOB,None,11.73,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,Chemical free,PD,Raw,None,DDP LA,None,5.54,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60,Chemical free,HOSO,None,None,FOB,6 x 1.3 kg,6.66,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.9 kg,5.32,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWFC,None,10 x 0.9 kg,5.16,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.8 kg,4.86,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWFC,None,10 x 0.75 kg,4.39,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWFC,None,10 x 0.8 kg,4.62,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.75 kg,4.66,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.4 kg,2.84,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.5 kg,3.34,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWFC,None,10 x 0.7 kg,4.12,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,NWNC,None,10 x 1 kg,5.81,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,60/70,Chemical free,HOSO,None,FWNC,None,10 x 0.7 kg,4.41,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.8 kg,8.85,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.75 kg,8.17,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,FWNC,FOB,10 x 0.7 kg,8.79,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,FWFC,FOB,10 x 0.7 kg,7.39,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Cooked in shell,NWNC,FOB,6 x 1 kg,12.26,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWNC,FOB,10 x 0.75 kg,7.12,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWFC,FOB,10 x 0.75 kg,6.15,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWNC,FOB,10 x 0.7 kg,6.72,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,FWFC,FOB,10 x 0.7 kg,5.66,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PTO,Raw,NWNC,FOB,6 x 1 kg,9.3,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,None,FOB,10 x 1 kg,13.51,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,None,DDP LA,10 x 1 kg,6.29,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,None,FOB,6 x 2 kg,13.38,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,None,DDP LA,6 x 2 kg,6.23,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.9 kg,12.27,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.9 kg,11.35,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.8 kg,11.03,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.8 kg,9.91,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.75 kg,10.47,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.75 kg,9.15,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWNC,FOB,10 x 0.7 kg,9.85,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,FWFC,FOB,10 x 0.7 kg,8.27,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked in shell,NWNC,FOB,6 x 1 kg,13.73,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,HLSO,Raw,None,FOB,None,8.87,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,HLSO,Raw,None,DDP LA,None,4.21,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,EZP,Raw,None,FOB,None,9.07,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,EZP,Raw,None,DDP LA,None,4.31,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PTO,Raw,None,FOB,None,10.96,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PTO,Raw,None,DDP LA,None,5.19,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PD,Raw,None,FOB,None,11.5,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PD,Raw,None,DDP LA,None,5.44,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PTO,Cooked,None,FOB,None,13.29,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PTO,Cooked,None,DDP LA,None,6.27,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PD,Cooked,None,FOB,None,13.93,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,PD,Cooked,None,DDP LA,None,6.57,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,EZP,Cooked,None,FOB,None,10.4,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Chemical free,EZP,Cooked,None,DDP LA,None,4.92,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,NWNC,FOB,6 x 1 kg,10.06,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWFC,FOB,10 x 0.7 kg,6.11,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWNC,FOB,10 x 0.7 kg,7.25,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWFC,FOB,10 x 0.75 kg,6.64,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWNC,FOB,10 x 0.75 kg,7.69,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWFC,FOB,10 x 0.8 kg,7.18,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWNC,FOB,10 x 0.8 kg,8.09,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWFC,FOB,10 x 0.9 kg,8.52,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,FWNC,FOB,10 x 0.9 kg,8.97,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,NWNC,FOB,6 x 1 kg,8.65,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWFC,FOB,10 x 0.7 kg,5.24,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWNC,FOB,10 x 0.7 kg,6.26,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWFC,FOB,10 x 0.75 kg,5.62,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWNC,FOB,10 x 0.75 kg,6.55,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWFC,FOB,10 x 0.8 kg,6.05,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWNC,FOB,10 x 0.8 kg,6.96,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWFC,FOB,10 x 0.9 kg,7.25,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,FWNC,FOB,10 x 0.9 kg,7.7,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,None,DDP LA,10 x 1 kg,4.0,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,None,FOB,10 x 1 kg,8.56,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,None,DDP LA,6 x 2 kg,3.95,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,HLSO,None,None,FOB,6 x 2 kg,8.45,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,None,DDP LA,6 x 2 kg,4.55,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,None,FOB,6 x 2 kg,9.75,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,None,DDP LA,10 x 1 kg,4.6,USD/lb,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Raw,None,FOB,10 x 1 kg,9.86,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked,NWNC,FOB,6 x 1 kg,11.58,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked,FWFC,FOB,10 x 0.7 kg,7.29,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked,FWNC,FOB,10 x 0.7 kg,8.31,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,61/70,Treated,PD,Cooked,FWFC,FOB,10 x 0.75 kg,7.98,USD/kg,USD,2019-09-23,2019/9/23,2019/9/38,2019/9,2019/3,2019,9,3
