standard_type,standard_size,cts_specification,ring_oz_specification,chemical,cooking,incoterms,packing,price,unit,active_date,week,month,quarter,year,month_number,quarter_number
Thẻ chân trắng,51/60,4X32,24+8,Chemical free,Cooked,DDP New York,Ring,13.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X32,24+8,Chemical free,Cooked,FOB Toronto,Ring,13.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,4X32,24+8,Chemical free,Cooked,FOB Vancouver,Ring,13.12,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,10X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,10X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.36,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,10X16,12+4,Treated,Cooked,DDP Atlanta,Ring,6.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,10X16,12+4,Treated,Cooked,FOB Toronto,Ring,6.24,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,10X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,10X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,6.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,10X16,12+4,Chemical free,Cooked,DDP Atlanta,Ring,6.94,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,10X16,12+4,Chemical free,Cooked,FOB Toronto,Ring,6.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Treated,Cooked,FOB Toronto,Ring,8.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Treated,Cooked,FOB Vancouver,Ring,7.87,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Treated,Cooked,DDP Atlanta,Ring,8.26,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Treated,Cooked,DDP LA,Ring,8.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Treated,Cooked,DDP New York,Ring,8.11,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Treated,Cooked,DDP Atlanta,Ring,8.31,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Treated,Cooked,DDP LA,Ring,8.1,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Treated,Cooked,DDP New York,Ring,8.16,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Treated,Cooked,FOB Toronto,Ring,8.1,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Treated,Cooked,FOB Vancouver,Ring,7.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,8.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,8.44,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,8.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Chemical free,Cooked,DDP LA,Ring,8.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,51/60,8X20,16+4,Chemical free,Cooked,DDP New York,Ring,8.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,9.03,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Chemical free,Cooked,DDP LA,Ring,8.82,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Chemical free,Cooked,DDP New York,Ring,8.88,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,8.81,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,51/60,8X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,8.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Treated,Cooked,FOB Toronto,Ring,23.97,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Treated,Cooked,FOB Vancouver,Ring,23.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Treated,Cooked,DDP Atlanta,Ring,21.13,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Treated,Cooked,DDP LA,Ring,20.73,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Treated,Cooked,DDP New York,Ring,20.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Treated,Cooked,DDP Atlanta,Ring,24.59,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Treated,Cooked,DDP LA,Ring,24.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Treated,Cooked,DDP New York,Ring,24.3,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Treated,Cooked,FOB Toronto,Ring,20.6,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Treated,Cooked,FOB Vancouver,Ring,20.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Chemical free,Cooked,FOB Toronto,Ring,22.51,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Chemical free,Cooked,FOB Vancouver,Ring,22.18,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Chemical free,Cooked,DDP Atlanta,Ring,20.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Chemical free,Cooked,DDP LA,Ring,20.44,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Chemical free,Cooked,DDP New York,Ring,20.55,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Chemical free,Cooked,DDP Atlanta,Ring,23.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Chemical free,Cooked,DDP LA,Ring,22.69,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X36,28+8,Chemical free,Cooked,DDP New York,Ring,22.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Chemical free,Cooked,FOB Toronto,Ring,20.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X36,28+8,Chemical free,Cooked,FOB Vancouver,Ring,19.99,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Treated,Cooked,FOB Toronto,Ring,7.89,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Treated,Cooked,FOB Vancouver,Ring,7.75,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Treated,Cooked,DDP Atlanta,Ring,7.47,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Treated,Cooked,DDP LA,Ring,7.3,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Treated,Cooked,DDP New York,Ring,7.35,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Treated,Cooked,DDP Atlanta,Ring,8.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Treated,Cooked,DDP LA,Ring,7.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Treated,Cooked,DDP New York,Ring,7.97,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Treated,Cooked,FOB Toronto,Ring,7.29,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Treated,Cooked,FOB Vancouver,Ring,7.15,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Chemical free,Cooked,FOB Toronto,Ring,9.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Chemical free,Cooked,FOB Vancouver,Ring,8.86,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Chemical free,Cooked,DDP Atlanta,Ring,8.34,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Chemical free,Cooked,DDP LA,Ring,8.17,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Chemical free,Cooked,DDP New York,Ring,8.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Chemical free,Cooked,DDP Atlanta,Ring,9.23,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Chemical free,Cooked,DDP LA,Ring,9.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,12X14.1,11.1+3,Chemical free,Cooked,DDP New York,Ring,9.11,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Chemical free,Cooked,FOB Toronto,Ring,8.13,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,12X14.1,11.1+3,Chemical free,Cooked,FOB Vancouver,Ring,7.99,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Treated,Cooked,FOB Toronto,Ring,22.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Treated,Cooked,FOB Vancouver,Ring,21.81,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Treated,Cooked,DDP Atlanta,Ring,22.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Treated,Cooked,DDP LA,Ring,22.3,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Treated,Cooked,DDP New York,Ring,22.43,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Treated,Cooked,DDP Atlanta,Ring,23.83,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Treated,Cooked,DDP LA,Ring,23.36,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Treated,Cooked,DDP New York,Ring,23.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Treated,Cooked,FOB Toronto,Ring,23.23,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Treated,Cooked,FOB Vancouver,Ring,22.84,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Chemical free,Cooked,FOB Toronto,Ring,25.42,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Chemical free,Cooked,FOB Vancouver,Ring,25.03,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Chemical free,Cooked,DDP Atlanta,Ring,23.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Chemical free,Cooked,DDP LA,Ring,23.02,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Chemical free,Cooked,DDP New York,Ring,23.15,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Chemical free,Cooked,DDP Atlanta,Ring,26.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Chemical free,Cooked,DDP LA,Ring,25.59,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,4X40,32+8,Chemical free,Cooked,DDP New York,Ring,25.72,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Chemical free,Cooked,FOB Toronto,Ring,22.91,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,4X40,32+8,Chemical free,Cooked,FOB Vancouver,Ring,22.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Treated,Cooked,FOB Toronto,Ring,13.22,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Treated,Cooked,FOB Vancouver,Ring,12.8,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Treated,Cooked,DDP Atlanta,Ring,12.57,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Treated,Cooked,DDP LA,Ring,12.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Treated,Cooked,DDP New York,Ring,12.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Treated,Cooked,DDP Atlanta,Ring,13.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Treated,Cooked,DDP LA,Ring,13.05,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Treated,Cooked,DDP New York,Ring,13.19,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Treated,Cooked,FOB Toronto,Ring,12.25,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Treated,Cooked,FOB Vancouver,Ring,11.83,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Chemical free,Cooked,FOB Toronto,Ring,15.03,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Chemical free,Cooked,FOB Vancouver,Ring,14.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Chemical free,Cooked,DDP Atlanta,Ring,13.97,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Chemical free,Cooked,DDP LA,Ring,13.46,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Chemical free,Cooked,DDP New York,Ring,13.6,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Chemical free,Cooked,DDP Atlanta,Ring,15.41,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Chemical free,Cooked,DDP LA,Ring,14.9,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X24,18+6,Chemical free,Cooked,DDP New York,Ring,15.04,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Chemical free,Cooked,FOB Toronto,Ring,13.62,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X24,18+6,Chemical free,Cooked,FOB Vancouver,Ring,13.2,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Treated,Cooked,FOB Toronto,Ring,12.88,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Treated,Cooked,FOB Vancouver,Ring,12.64,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Treated,Cooked,DDP Atlanta,Ring,12.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Treated,Cooked,DDP LA,Ring,11.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Treated,Cooked,DDP New York,Ring,12.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Treated,Cooked,DDP Atlanta,Ring,13.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Treated,Cooked,DDP LA,Ring,12.92,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Treated,Cooked,DDP New York,Ring,13.0,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Treated,Cooked,FOB Toronto,Ring,11.91,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Treated,Cooked,FOB Vancouver,Ring,11.67,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Chemical free,Cooked,FOB Toronto,Ring,14.68,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Chemical free,Cooked,FOB Vancouver,Ring,14.44,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Chemical free,Cooked,DDP Atlanta,Ring,13.61,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Chemical free,Cooked,DDP LA,Ring,13.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Chemical free,Cooked,DDP New York,Ring,13.4,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Chemical free,Cooked,DDP Atlanta,Ring,15.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Chemical free,Cooked,DDP LA,Ring,14.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,10X24oz,18+6,Chemical free,Cooked,DDP New York,Ring,14.85,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Chemical free,Cooked,FOB Toronto,Ring,13.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,10X24oz,18+6,Chemical free,Cooked,FOB Vancouver,Ring,13.03,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Treated,Cooked,FOB Toronto,Ring,11.13,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Treated,Cooked,FOB Vancouver,Ring,10.95,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Treated,Cooked,DDP Atlanta,Ring,10.53,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Treated,Cooked,DDP LA,Ring,10.32,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Treated,Cooked,DDP New York,Ring,10.38,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Treated,Cooked,DDP Atlanta,Ring,11.42,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Treated,Cooked,DDP LA,Ring,11.21,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Treated,Cooked,DDP New York,Ring,11.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Treated,Cooked,FOB Toronto,Ring,10.27,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Treated,Cooked,FOB Vancouver,Ring,10.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,12.74,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,12.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,11.78,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Chemical free,Cooked,DDP LA,Ring,11.57,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Chemical free,Cooked,DDP New York,Ring,11.63,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,13.06,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Chemical free,Cooked,DDP LA,Ring,12.85,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,8X20,16+4,Chemical free,Cooked,DDP New York,Ring,12.91,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,11.49,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,8X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,11.31,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X20,16+4,Treated,Cooked,FOB Toronto,Ring,11.16,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X20,16+4,Treated,Cooked,FOB Vancouver,Ring,10.98,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X20,16+4,Treated,Cooked,DDP Atlanta,Ring,10.56,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X20,16+4,Treated,Cooked,DDP Atlanta,Ring,11.44,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X20,16+4,Treated,Cooked,FOB Toronto,Ring,10.3,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X20,16+4,Treated,Cooked,FOB Vancouver,Ring,10.12,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,12.77,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,12.59,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,11.81,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,21/25,6X20,16+4,Chemical free,Cooked,DDP Atlanta,Ring,13.09,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X20,16+4,Chemical free,Cooked,FOB Toronto,Ring,11.52,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,21/25,6X20,16+4,Chemical free,Cooked,FOB Vancouver,Ring,11.34,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Sú,71/90,8X16,12+4,Treated,Cooked,FOB Toronto,Ring,5.97,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
Thẻ chân trắng,71/90,8X16,12+4,Treated,Cooked,FOB Toronto,Ring,5.74,USD/Ring,2019-09-23,2019/9/38,2019/9,2019/3,2019,9,3
