type,size,quantity,unit,factory,active_date,day,week,month,quarter,year,month_number,quarter_number
Sú nguyên con,39,13.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,41,8.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,42,9.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,43,6.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,44,14.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,48,22.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,49,57.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,52,13.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,54,31.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,55,40.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,56,10.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,57,35.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,58,70.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,59,44.5,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,60,23.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,61,7.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,62,46.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,64,18.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,65,23.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,66,14.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,67,30.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,68,10.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,69,51.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,7,78.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,70,29.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,71,9.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,72,22.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,73,25.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,74,31.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,75,18.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,76,24.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,77,55.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,78,27.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,79,56.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,8,327.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,80,78.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,82,11.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,89,27.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,9,73.5,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,97,13.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,98,5.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,99,8.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,100/200,0.07,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,13/15.1,784.58,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,13/15.2,1774.77,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,13/15.3,3051.8,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,16/20.1,497.68,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,16/20.2,3655.82,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,16/20.3,1360.02,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,21/25.1,518.38,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,21/25.2,1812.07,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,21/25.3,1640.14,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,2/4,5.24,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,26/30.1,368.02,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,26/30.2,507.41,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,26/30.3,500.17,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,31/40.1,314.45,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,31/40.2,998.28,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,31/40.3,207.17,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,41/50.1,55.08,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,41/50.2,85.6,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,4/6,146.23,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,51/60,41.23,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,61/70,7.5,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,6/8,661.78,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,71/90,2.99,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.1,156.7,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.2,842.23,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.3,1748.96,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.4,1526.31,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,91/110,0.2,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,110,876.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,111,2780.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,113,2705.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,116,2544.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,123,870.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,132,1215.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,136,1149.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,28,1165.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,29,1400.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,30,2964.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,31,1942.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,33,651.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,34,5863.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,37,3472.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,38,868.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,49,23.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,50,3667.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,51,2009.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,52,200.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,53,799.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,56,183.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,57,2449.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,58,5891.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,59,1059.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,60,1489.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,61,94.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,62,2249.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,63,934.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,64,1932.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,65,2629.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,66,3205.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,67,1114.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,69,134.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,70,1080.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,71,1093.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,72,1640.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,73,240.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,74,1126.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,75,662.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,77,1599.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,78,771.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,79,1491.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,80,2016.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,83,1160.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,90,1359.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,92,1306.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,93,1937.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Thẻ chân trắng,97,825.0,kg,Cà Mau,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,13/15.1,203.61,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,13/15.2,441.07,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,13/15.3,683.25,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,16/20.1,103.29,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,16/20.2,692.85,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,16/20.3,214.62,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,21/25.1,72.98,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,21/25.2,224.53,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,21/25.3,168.78,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,2/4,3.56,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,26/30.1,37.48,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,26/30.2,48.81,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,26/30.3,46.41,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,31/40.1,28.76,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,31/40.2,83.69,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,31/40.3,18.33,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,41/50.1,4.57,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,41/50.2,6.54,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,4/6,59.32,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,51/60,1.96,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,61/70,0.24,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,6/8,240.21,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,71/90,0.13,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.1,58.92,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.2,294.29,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.3,570.07,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.4,435.27,kg,Hậu Giang,2020-01-12,2020/1/12,2020/1/01,2020/1,2020/1,2020,1,1
Sú nguyên con,100,34.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,12,23.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,13,29.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,14,31.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,21,9.5,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,22,8.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,23,32.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,24,5.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,26,11.5,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,31,5.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,45,9.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,47,6.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,49,15.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,51,3.5,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,54,14.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,55,62.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,57,24.5,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,66,18.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,67,30.5,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,7,101.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,71,10.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,73,32.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,74,36.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,75,27.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,8,131.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,80,9.5,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,81,5.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,82,20.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,83,14.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,9,10.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,90,24.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú nguyên con,97,3.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,100/200,0.24,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,13/15.1,751.73,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,13/15.2,1686.7,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,13/15.3,2805.21,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,16/20.1,444.25,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,16/20.2,3189.32,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,16/20.3,1141.91,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,21/25.1,433.78,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,21/25.2,1486.33,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,21/25.3,1376.39,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,2/4,5.8,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,26/30.1,318.16,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,26/30.2,446.5,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,26/30.3,439.15,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,31/40.1,280.58,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,31/40.2,910.18,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,31/40.3,185.33,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,41/50.1,48.02,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,41/50.2,78.82,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,4/6,159.34,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,51/60,45.11,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,61/70,10.21,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,6/8,718.47,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,71/90,5.86,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.1,172.57,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.2,917.53,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.3,1854.55,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,8/12.4,1532.37,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Sú vỏ,91/110,0.67,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Thẻ chân trắng,103,2874.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Thẻ chân trắng,129,2635.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Thẻ chân trắng,130,453.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Thẻ chân trắng,31,5.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Thẻ chân trắng,32,645.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Thẻ chân trắng,33,665.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Thẻ chân trắng,35,873.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
Thẻ chân trắng,36,1299.0,kg,Cà Mau,2020-01-13,2020/1/13,2020/1/02,2020/1,2020/1,2020,1,1
