type,size,quantity,unit,factory,active_date,day,week,month,quarter,year,month_number,quarter_number
Sú nguyên con,61,26.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Sú nguyên con,80,52.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,100,1239.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,101,2586.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,104,842.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,122,165.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,15,19.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,30,2774.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,36,276.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,41,3743.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,42,5772.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,43,6324.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,44,2205.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,51,1764.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,53,3340.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,59,477.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,62,1686.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,63,31.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,66,1585.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,73,3381.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,75,51.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,82,665.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,84,2043.0,kg,Hậu Giang,2019-01-02,2019/1/2,2019/1/00,2019/1,2019/1,2019,1,1
Sú nguyên con,61,26.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Sú nguyên con,80,52.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,100,172.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,103,1814.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,32,8767.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,44,1258.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,50,2427.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,61,4068.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,62,4328.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,74,1336.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,75,916.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,80,1659.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,88,2133.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,90,781.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,91,191.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,96,3158.0,kg,Hậu Giang,2019-01-03,2019/1/3,2019/1/00,2019/1,2019/1,2019,1,1
Sú nguyên con,61,26.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Sú nguyên con,80,52.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,102,1365.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,106,1100.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,115,1957.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,118,1071.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,21,9.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,30,5793.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,31,5946.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,33,1911.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,36,8274.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,37,3799.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,38,2587.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,41,5626.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,42,8980.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,46,22.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,49,3124.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,52,402.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,53,1275.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,54,6142.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,57,2219.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,58,5619.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,62,2588.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,64,18.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,65,21.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,71,2573.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,77,625.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,86,1626.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,89,1094.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,91,2967.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,96,1582.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,99,62.0,kg,Hậu Giang,2019-01-04,2019/1/4,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,101,820.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,102,1806.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,109,2649.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,112,1094.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,113,941.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,126,1039.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,27,2997.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,28,54.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,30,12786.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,31,3183.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,34,3309.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,35,4182.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,36,16541.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,40,2421.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,41,1621.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,42,1315.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,48,4081.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,50,2775.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,51,2043.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,52,145.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,53,5201.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,54,2411.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,58,2835.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,59,4047.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,62,3631.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,65,1138.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,67,70.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,69,2111.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,72,2037.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,73,173.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,78,1238.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,79,1242.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,84,3846.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,85,3858.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,86,752.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,88,696.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,93,5594.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,98,804.0,kg,Hậu Giang,2019-01-05,2019/1/5,2019/1/00,2019/1,2019/1,2019,1,1
Sú nguyên con,66,7.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,,1350.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,100,1514.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,102,985.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,103,402.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,108,921.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,109,1385.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,26,2111.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,27,5603.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,29,5515.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,30,2681.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,31,2801.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,32,3434.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,33,12658.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,35,3121.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,36,6925.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,38,7871.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,39,2280.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,40,7367.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,41,2167.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,43,1939.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,44,5575.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,46,3275.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,47,4971.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,48,3457.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,49,3371.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,53,3087.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,54,1687.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,55,250.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,56,6307.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,59,5068.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,60,4129.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,61,2038.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,63,558.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,64,7190.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,66,1702.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,67,2065.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,68,3799.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,73,1807.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,74,1853.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,77,67.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,78,1168.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,79,2147.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,81,2101.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,85,1227.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,86,2845.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,89,1893.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,90,447.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,91,50.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Thẻ chân trắng,92,1989.0,kg,Hậu Giang,2019-01-06,2019/1/6,2019/1/00,2019/1,2019/1,2019,1,1
Sú nguyên con,15,80.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Sú nguyên con,25,90.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,103,6423.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,104,1081.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,109,1635.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,110,4910.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,19,8.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,28,1154.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,29,2623.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,32,7668.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,33,4545.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,34,4779.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,36,16495.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,37,6216.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,38,5339.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,39,5233.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,40,4990.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,41,7104.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,42,9244.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,43,50.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,47,7737.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,49,3252.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,51,145.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,54,1888.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,55,8264.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,56,6841.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,57,6679.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,58,4125.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,60,7091.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,61,1341.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,62,6149.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,63,10118.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,64,4082.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,67,1286.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,74,665.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,77,662.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,80,2421.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,82,1023.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,83,953.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,85,2223.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,86,824.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,88,1665.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,92,2673.0,kg,Hậu Giang,2019-01-07,2019/1/7,2019/1/01,2019/1,2019/1,2019,1,1
Sú nguyên con,16,61.0,kg,Hậu Giang,2019-01-08,2019/1/8,2019/1/01,2019/1,2019/1,2019,1,1
Sú nguyên con,36,81.0,kg,Hậu Giang,2019-01-08,2019/1/8,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,106,2617.0,kg,Hậu Giang,2019-01-08,2019/1/8,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,107,2618.0,kg,Hậu Giang,2019-01-08,2019/1/8,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,109,2753.0,kg,Hậu Giang,2019-01-08,2019/1/8,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,111,2337.0,kg,Hậu Giang,2019-01-08,2019/1/8,2019/1/01,2019/1,2019/1,2019,1,1
Thẻ chân trắng,117,1956.0,kg,Hậu Giang,2019-01-08,2019/1/8,2019/1/01,2019/1,2019/1,2019,1,1
