type,size,quantity,unit,factory,active_date,day,week,month,quarter,year,month_number,quarter_number
Thẻ chân trắng,54,1782.16,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,55,30846.34,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,56,12330.84,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,57,1153.56,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,58,352.51,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,60,12626.4,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,61,33410.61,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,62,6241.94,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,63,12241.32,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,66,1747.09,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,69,23789.71,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,70,29543.18,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,72,22394.92,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,73,63423.83,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,74,7699.85,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,75,3662.5,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,76,47895.96,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,77,2219.52,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,81,11794.02,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,84,2729.08,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,86,2703.52,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,89,14344.79,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,90,681.48,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,91,6641.4,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,97,4118.86,kg,Cà Mau,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,15/18,616.8,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,18/20,362.28,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,20/23,61.2,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,23/25,550.8,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,27/30,244.8,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,28/30,61.2,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,31/35,163.2,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,13/15.3,2137.5,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,16/20.2,868.92,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,16/20.3,9021.67,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,21/25.1,2807.31,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,21/25.2,344.6,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,21/25.3,7039.37,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,26/30.1,5025.13,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,26/30.2,258.3,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,26/30.3,9010.87,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,31/40.1,12223.25,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,31/40.2,11759.58,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,31/40.3,5681.34,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,41/50.1,2269.9,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,41/50.2,1654.45,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,51/60,5727.82,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,100,2569.91,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,104,13830.95,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,106,1400.24,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,109,2767.59,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,115,857.17,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,128,912.33,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,133,3209.6,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,18,2322.91,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,190,39228.01,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,23,32152.32,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,24,2478.81,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,26,4699.05,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,27,560.34,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,28,7514.5,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,29,1059.3,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,30,11911.24,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,31,663.0,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,33,2413.25,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,35,901.48,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,38,54440.08,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,39,74656.26,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,40,28155.38,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,43,2543.31,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,44,2040.0,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,45,4869.17,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,46,2994.96,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,47,9244.1,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,48,7838.1,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,49,9683.96,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,50,12423.66,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,51,5133.01,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,52,31795.73,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,53,1651.0,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,54,1154.3,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,55,5725.61,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,56,12026.7,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,57,31405.32,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,58,10825.7,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,59,1984.21,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,60,10786.96,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,61,25535.88,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,63,40756.74,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,64,20211.76,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,65,7726.48,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,66,10000.74,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,68,20701.74,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,69,8374.85,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,70,25561.51,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,71,9345.17,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,72,17378.74,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,73,913.59,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,74,10194.53,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,76,6832.81,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,77,9201.05,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,78,1046.28,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,79,3410.25,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,80,40076.8,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,82,6726.67,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,85,10802.96,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,87,5793.95,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,88,3599.29,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,92,1690.25,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,93,10616.28,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,94,6496.82,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,96,84.59,kg,Hậu Giang,2020-02-24,2020/2/24,2020/2/08,2020/2,2020/1,2020,2,1
None,61,48788.11,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,12/13,60.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,13/15,540.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,15/18,504.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,18/20,296.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,20/23,100.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,23/25,100.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,25/28,873.3,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,28/30,2662.2,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,40/45,5700.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,50/60,5769.2,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,60/70,988.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,13/15.1,742.54,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,13/15.2,23996.66,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,13/15.3,2203.26,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,16/20.1,4088.65,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,16/20.2,16768.82,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,16/20.3,29667.14,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,21/25.1,31330.93,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,21/25.2,14260.88,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,21/25.3,49139.92,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,26/30.1,16166.46,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,26/30.2,29517.31,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,26/30.3,6886.03,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,31/40.1,7621.44,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,31/40.2,37659.63,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,31/40.3,27054.73,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,41/50.1,11035.58,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,41/50.2,8175.8,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,4/6,67.21,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,51/60,13140.6,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,61/70,1260.98,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,71/90,121.33,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,8/12.4,1790.68,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú vỏ,91/110,52.01,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,104,13961.01,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,105,282.25,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,108,1936.75,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,113,8284.5,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,121,676.92,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,18,8082.61,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,185,61.54,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,20,318.24,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,22,8448.05,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,23,665.89,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,24,8781.6,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,25,122.4,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,26,1970.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,30,15764.88,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,31,1426.8,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,33,904.5,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,35,104.63,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,37,2448.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,38,34727.43,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,39,27099.24,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,40,12189.82,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,42,1292.5,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,43,92553.27,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,44,10664.43,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,45,1124.5,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,47,4258.64,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,48,27709.36,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,49,44399.47,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,50,2400.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,52,11785.74,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,53,36742.47,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,54,10469.45,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,55,29328.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,56,21017.63,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,57,18660.2,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,58,7257.6,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,59,1069.2,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,60,19430.73,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,61,19337.45,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,62,26785.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,63,17246.48,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,66,8133.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,69,55551.27,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,70,28615.98,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,71,4026.4,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,72,15762.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,73,31746.62,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,74,7221.34,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,75,2781.71,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,76,47195.91,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,77,4313.72,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,81,3227.26,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,82,1794.37,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,86,65.87,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,89,12099.47,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,91,2519.86,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,92,1995.84,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,97,358.36,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Thẻ chân trắng,98,2493.0,kg,Cà Mau,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,13/15,132.18,kg,Hậu Giang,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,15/18,349.52,kg,Hậu Giang,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,18/20,205.29,kg,Hậu Giang,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
Sú nguyên con,45/50,1974.72,kg,Hậu Giang,2020-02-29,2020/2/29,2020/2/08,2020/2,2020/1,2020,2,1
