standard_type,standard_size,chemical,processing,cooking,incoterms,price,unit,factory,active_date,week,month,quarter,year,month_number,quarter_number
Sú sinh thái,61/70,Treated,PTO,Raw,FOB HCM,4.1,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PTO,Raw,None,4.25,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PD,Raw,FOB HCM,4.3,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PD,Raw,None,4.45,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PTO,Cooked,FOB HCM,4.75,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PTO,Cooked,None,4.91,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PD,Cooked,FOB HCM,4.53,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PD,Cooked,None,4.68,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,HLSO-O,None,FOB HCM,3.77,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,HLSO-O,None,None,3.91,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PTO,Raw,FOB HCM,4.0,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PTO,Raw,None,4.14,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PD,Raw,FOB HCM,4.19,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PD,Raw,None,4.34,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PTO,Cooked,FOB HCM,4.61,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PTO,Cooked,None,4.77,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PD,Cooked,FOB HCM,4.39,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PD,Cooked,None,4.54,USD/kg,Hậu Giang,2018-06-23,2018/6/25,2018/6,2018/2,2018,6,2
Sú sinh thái,2/4,Treated,HLSO-O,None,FOB HCM,16.16,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,2/4,Treated,PTO,Raw,FOB HCM,17.16,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,2/4,Treated,PTO,Raw,None,17.63,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,2/4,Treated,PD,Raw,FOB HCM,18.01,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,2/4,Treated,PD,Raw,None,18.5,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,HLSO-O,None,FOB HCM,15.12,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,HLSO-O,None,None,15.54,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,PTO,Raw,FOB HCM,16.05,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,PTO,Raw,None,16.49,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,PD,Raw,FOB HCM,16.84,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,PD,Raw,None,17.31,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,PTO,Cooked,FOB HCM,18.63,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,PTO,Cooked,None,19.13,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,PD,Cooked,FOB HCM,17.74,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,4/6,Treated,PD,Cooked,None,18.22,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,HLSO-O,None,FOB HCM,13.32,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,HLSO-O,None,None,13.7,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,PTO,Raw,FOB HCM,14.14,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,PTO,Raw,None,14.53,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,PD,Raw,FOB HCM,14.84,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,PD,Raw,None,15.25,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,PTO,Cooked,FOB HCM,16.94,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,PTO,Cooked,None,17.4,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,PD,Cooked,FOB HCM,16.13,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,6/8,Treated,PD,Cooked,None,16.58,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,HLSO-O,None,FOB HCM,9.73,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,HLSO-O,None,None,10.01,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,PTO,Raw,FOB HCM,10.33,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,PTO,Raw,None,10.63,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,PD,Raw,FOB HCM,10.84,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,PD,Raw,None,11.15,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,PTO,Cooked,FOB HCM,13.75,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,PTO,Cooked,None,14.13,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,PD,Cooked,FOB HCM,13.09,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,8/12,Treated,PD,Cooked,None,13.46,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,HLSO-O,None,FOB HCM,7.8,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,HLSO-O,None,None,8.03,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,PTO,Raw,FOB HCM,8.27,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,PTO,Raw,None,8.52,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,PD,Raw,FOB HCM,8.68,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,PD,Raw,None,8.94,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,PTO,Cooked,FOB HCM,10.47,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,PTO,Cooked,None,10.77,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,PD,Cooked,FOB HCM,9.97,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,13/15,Treated,PD,Cooked,None,10.26,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,HLSO-O,None,FOB HCM,6.2,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,HLSO-O,None,None,6.39,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,PTO,Raw,FOB HCM,6.58,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,PTO,Raw,None,6.78,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,PD,Raw,FOB HCM,6.9,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,PD,Raw,None,7.11,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,PTO,Cooked,FOB HCM,8.38,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,PTO,Cooked,None,8.63,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,PD,Cooked,FOB HCM,7.98,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,16/20,Treated,PD,Cooked,None,8.22,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,HLSO-O,None,FOB HCM,5.57,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,HLSO-O,None,None,5.75,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,PTO,Raw,FOB HCM,5.91,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,PTO,Raw,None,6.09,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,PD,Raw,FOB HCM,6.2,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,PD,Raw,None,6.39,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,PTO,Cooked,FOB HCM,7.06,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,PTO,Cooked,None,7.27,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,PD,Cooked,FOB HCM,6.72,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,21/25,Treated,PD,Cooked,None,6.93,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,HLSO-O,None,FOB HCM,4.46,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,HLSO-O,None,None,4.61,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,PTO,Raw,FOB HCM,4.73,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,PTO,Raw,None,4.89,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,PD,Raw,FOB HCM,4.96,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,PD,Raw,None,5.13,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,PTO,Cooked,FOB HCM,6.03,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,PTO,Cooked,None,6.22,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,PD,Cooked,FOB HCM,5.74,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,26/30,Treated,PD,Cooked,None,5.92,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,HLSO-O,None,FOB HCM,4.13,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,HLSO-O,None,None,4.27,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,PTO,Raw,FOB HCM,4.38,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,PTO,Raw,None,4.53,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,PD,Raw,FOB HCM,4.59,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,PD,Raw,None,4.75,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,PTO,Cooked,FOB HCM,5.17,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,PTO,Cooked,None,5.34,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,PD,Cooked,FOB HCM,4.93,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,31/40,Treated,PD,Cooked,None,5.09,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,HLSO-O,None,FOB HCM,4.01,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,HLSO-O,None,None,4.15,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,PTO,Raw,FOB HCM,4.25,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,PTO,Raw,None,4.4,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,PD,Raw,FOB HCM,4.46,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,PD,Raw,None,4.61,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,PTO,Cooked,FOB HCM,4.9,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,PTO,Cooked,None,5.07,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,PD,Cooked,FOB HCM,4.67,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,41/50,Treated,PD,Cooked,None,4.83,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,HLSO-O,None,FOB HCM,3.95,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,HLSO-O,None,None,4.09,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,PTO,Raw,FOB HCM,4.19,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,PTO,Raw,None,4.33,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,PD,Raw,FOB HCM,4.39,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,PD,Raw,None,4.54,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,PTO,Cooked,FOB HCM,4.8,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,PTO,Cooked,None,4.96,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,PD,Cooked,FOB HCM,4.57,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,51/60,Treated,PD,Cooked,None,4.73,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,HLSO-O,None,FOB HCM,3.81,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,HLSO-O,None,None,3.95,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PTO,Raw,FOB HCM,4.04,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PTO,Raw,None,4.18,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PD,Raw,FOB HCM,4.24,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PD,Raw,None,4.38,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PTO,Cooked,FOB HCM,4.68,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PTO,Cooked,None,4.84,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PD,Cooked,FOB HCM,4.46,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,61/70,Treated,PD,Cooked,None,4.61,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,HLSO-O,None,FOB HCM,3.71,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,HLSO-O,None,None,3.85,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PTO,Raw,FOB HCM,3.94,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PTO,Raw,None,4.07,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PD,Raw,FOB HCM,4.13,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PD,Raw,None,4.27,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PTO,Cooked,FOB HCM,4.54,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PTO,Cooked,None,4.7,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PD,Cooked,FOB HCM,4.33,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,71/90,Treated,PD,Cooked,None,4.47,USD/kg,Hậu Giang,2018-06-27,2018/6/26,2018/6,2018/2,2018,6,2
Sú sinh thái,2/4,Treated,HLSO-O,None,FOB HCM,16.04,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,2/4,Treated,PTO,Raw,FOB HCM,17.02,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,2/4,Treated,PTO,Raw,None,17.49,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,2/4,Treated,PD,Raw,FOB HCM,17.87,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,2/4,Treated,PD,Raw,None,18.35,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,HLSO-O,None,FOB HCM,14.99,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,HLSO-O,None,None,15.41,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PTO,Raw,FOB HCM,15.92,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PTO,Raw,None,16.35,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PD,Raw,FOB HCM,16.71,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PD,Raw,None,17.16,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PTO,Cooked,FOB HCM,18.48,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PTO,Cooked,None,18.98,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PD,Cooked,FOB HCM,17.6,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,4/6,Treated,PD,Cooked,None,18.08,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,HLSO-O,None,FOB HCM,13.21,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,HLSO-O,None,None,13.58,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Raw,FOB HCM,14.02,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Raw,None,14.41,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Raw,FOB HCM,14.71,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Raw,None,15.12,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Cooked,FOB HCM,16.8,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PTO,Cooked,None,17.26,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Cooked,FOB HCM,16.0,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,6/8,Treated,PD,Cooked,None,16.44,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,HLSO-O,None,FOB HCM,9.63,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,HLSO-O,None,None,9.91,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Raw,FOB HCM,10.22,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Raw,None,10.52,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Raw,FOB HCM,10.73,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Raw,None,11.03,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Cooked,FOB HCM,13.62,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PTO,Cooked,None,14.0,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
Sú sinh thái,8/12,Treated,PD,Cooked,FOB HCM,12.97,USD/kg,Cà Mau,2018-07-01,2018/7/26,2018/7,2018/2,2018,7,2
